cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24118737;36468;2024-11-15;24118737;31921;Prueba performance insertar consumo 12537;0;null;null;25111723;21;2024-11-15;null;null;MIT123;123;1;null;null
24118738;36468;2024-11-15;24118738;31922;Prueba performance insertar consumo 12538;0;null;null;25111724;21;2024-11-15;null;null;QWE000;123;1;null;null
24118739;36468;2024-11-15;24118739;31923;Prueba performance insertar consumo 12539;0;null;null;25111725;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118740;36468;2024-11-15;24118740;31924;Prueba performance insertar consumo 12540;0;null;null;25111726;21;2024-11-15;null;null;AJT124;123;1;null;null
24118741;36468;2024-11-15;24118741;31925;Prueba performance insertar consumo 12541;0;null;null;25111727;21;2024-11-15;null;null;COA721;123;1;null;null
24118742;36468;2024-11-15;24118742;31926;Prueba performance insertar consumo 12542;0;null;null;25111728;21;2024-11-15;null;null;JJV112;123;1;null;null
24118743;36468;2024-11-15;24118743;31927;Prueba performance insertar consumo 12543;0;null;null;25111729;21;2024-11-15;null;null;LED195;123;1;null;null
24118744;36468;2024-11-15;24118744;31928;Prueba performance insertar consumo 12544;0;null;null;25111730;21;2024-11-15;null;null;MIT123;123;1;null;null
24118745;36468;2024-11-15;24118745;31929;Prueba performance insertar consumo 12545;0;null;null;25111731;21;2024-11-15;null;null;QWE000;123;1;null;null
24118746;36468;2024-11-15;24118746;31930;Prueba performance insertar consumo 12546;0;null;null;25111732;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118747;36468;2024-11-15;24118747;31931;Prueba performance insertar consumo 12547;0;null;null;25111733;21;2024-11-15;null;null;AJT124;123;1;null;null
24118748;36468;2024-11-15;24118748;31932;Prueba performance insertar consumo 12548;0;null;null;25111734;21;2024-11-15;null;null;COA721;123;1;null;null
24118749;36468;2024-11-15;24118749;31933;Prueba performance insertar consumo 12549;0;null;null;25111735;21;2024-11-15;null;null;JJV112;123;1;null;null
24118750;36468;2024-11-15;24118750;31934;Prueba performance insertar consumo 12550;0;null;null;25111736;21;2024-11-15;null;null;LED195;123;1;null;null
24118751;36468;2024-11-15;24118751;31935;Prueba performance insertar consumo 12551;0;null;null;25111737;21;2024-11-15;null;null;MIT123;123;1;null;null
24118752;36468;2024-11-15;24118752;31936;Prueba performance insertar consumo 12552;0;null;null;25111738;21;2024-11-15;null;null;QWE000;123;1;null;null
24118753;36468;2024-11-15;24118753;31937;Prueba performance insertar consumo 12553;0;null;null;25111739;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118754;36468;2024-11-15;24118754;31938;Prueba performance insertar consumo 12554;0;null;null;25111740;21;2024-11-15;null;null;AJT124;123;1;null;null
24118755;36468;2024-11-15;24118755;31939;Prueba performance insertar consumo 12555;0;null;null;25111741;21;2024-11-15;null;null;COA721;123;1;null;null
24118756;36468;2024-11-15;24118756;31940;Prueba performance insertar consumo 12556;0;null;null;25111742;21;2024-11-15;null;null;JJV112;123;1;null;null
24118757;36468;2024-11-15;24118757;31941;Prueba performance insertar consumo 12557;0;null;null;25111743;21;2024-11-15;null;null;LED195;123;1;null;null
24118758;36468;2024-11-15;24118758;31942;Prueba performance insertar consumo 12558;0;null;null;25111744;21;2024-11-15;null;null;MIT123;123;1;null;null
24118759;36468;2024-11-15;24118759;31943;Prueba performance insertar consumo 12559;0;null;null;25111745;21;2024-11-15;null;null;QWE000;123;1;null;null
24118760;36468;2024-11-15;24118760;31944;Prueba performance insertar consumo 12560;0;null;null;25111746;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118761;36468;2024-11-15;24118761;31945;Prueba performance insertar consumo 12561;0;null;null;25111747;21;2024-11-15;null;null;AJT124;123;1;null;null
24118762;36468;2024-11-15;24118762;31946;Prueba performance insertar consumo 12562;0;null;null;25111748;21;2024-11-15;null;null;COA721;123;1;null;null
24118763;36468;2024-11-15;24118763;31947;Prueba performance insertar consumo 12563;0;null;null;25111749;21;2024-11-15;null;null;JJV112;123;1;null;null
24118764;36468;2024-11-15;24118764;31948;Prueba performance insertar consumo 12564;0;null;null;25111750;21;2024-11-15;null;null;LED195;123;1;null;null
24118765;36468;2024-11-15;24118765;31949;Prueba performance insertar consumo 12565;0;null;null;25111751;21;2024-11-15;null;null;MIT123;123;1;null;null
24118766;36468;2024-11-15;24118766;31950;Prueba performance insertar consumo 12566;0;null;null;25111752;21;2024-11-15;null;null;QWE000;123;1;null;null
24118767;36468;2024-11-15;24118767;31951;Prueba performance insertar consumo 12567;0;null;null;25111753;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118768;36468;2024-11-15;24118768;31952;Prueba performance insertar consumo 12568;0;null;null;25111754;21;2024-11-15;null;null;AJT124;123;1;null;null
24118769;36468;2024-11-15;24118769;31953;Prueba performance insertar consumo 12569;0;null;null;25111755;21;2024-11-15;null;null;COA721;123;1;null;null
24118770;36468;2024-11-15;24118770;31954;Prueba performance insertar consumo 12570;0;null;null;25111756;21;2024-11-15;null;null;JJV112;123;1;null;null
24118771;36468;2024-11-15;24118771;31955;Prueba performance insertar consumo 12571;0;null;null;25111757;21;2024-11-15;null;null;LED195;123;1;null;null
24118772;36468;2024-11-15;24118772;31956;Prueba performance insertar consumo 12572;0;null;null;25111758;21;2024-11-15;null;null;MIT123;123;1;null;null
24118773;36468;2024-11-15;24118773;31957;Prueba performance insertar consumo 12573;0;null;null;25111759;21;2024-11-15;null;null;QWE000;123;1;null;null
24118774;36468;2024-11-15;24118774;31958;Prueba performance insertar consumo 12574;0;null;null;25111760;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118775;36468;2024-11-15;24118775;31959;Prueba performance insertar consumo 12575;0;null;null;25111761;21;2024-11-15;null;null;AJT124;123;1;null;null
24118776;36468;2024-11-15;24118776;31960;Prueba performance insertar consumo 12576;0;null;null;25111762;21;2024-11-15;null;null;COA721;123;1;null;null
24118777;36468;2024-11-15;24118777;31961;Prueba performance insertar consumo 12577;0;null;null;25111763;21;2024-11-15;null;null;JJV112;123;1;null;null
24118778;36468;2024-11-15;24118778;31962;Prueba performance insertar consumo 12578;0;null;null;25111764;21;2024-11-15;null;null;LED195;123;1;null;null
24118779;36468;2024-11-15;24118779;31963;Prueba performance insertar consumo 12579;0;null;null;25111765;21;2024-11-15;null;null;MIT123;123;1;null;null
24118780;36468;2024-11-15;24118780;31964;Prueba performance insertar consumo 12580;0;null;null;25111766;21;2024-11-15;null;null;QWE000;123;1;null;null
24118781;36468;2024-11-15;24118781;31965;Prueba performance insertar consumo 12581;0;null;null;25111767;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118782;36468;2024-11-15;24118782;31966;Prueba performance insertar consumo 12582;0;null;null;25111768;21;2024-11-15;null;null;AJT124;123;1;null;null
24118783;36468;2024-11-15;24118783;31967;Prueba performance insertar consumo 12583;0;null;null;25111769;21;2024-11-15;null;null;COA721;123;1;null;null
24118784;36468;2024-11-15;24118784;31968;Prueba performance insertar consumo 12584;0;null;null;25111770;21;2024-11-15;null;null;JJV112;123;1;null;null
24118785;36468;2024-11-15;24118785;31969;Prueba performance insertar consumo 12585;0;null;null;25111771;21;2024-11-15;null;null;LED195;123;1;null;null
24118786;36468;2024-11-15;24118786;31970;Prueba performance insertar consumo 12586;0;null;null;25111772;21;2024-11-15;null;null;MIT123;123;1;null;null
24118787;36468;2024-11-15;24118787;31971;Prueba performance insertar consumo 12587;0;null;null;25111773;21;2024-11-15;null;null;QWE000;123;1;null;null
24118788;36468;2024-11-15;24118788;31972;Prueba performance insertar consumo 12588;0;null;null;25111774;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118789;36468;2024-11-15;24118789;31973;Prueba performance insertar consumo 12589;0;null;null;25111775;21;2024-11-15;null;null;AJT124;123;1;null;null
24118790;36468;2024-11-15;24118790;31974;Prueba performance insertar consumo 12590;0;null;null;25111776;21;2024-11-15;null;null;COA721;123;1;null;null
24118791;36468;2024-11-15;24118791;31975;Prueba performance insertar consumo 12591;0;null;null;25111777;21;2024-11-15;null;null;JJV112;123;1;null;null
24118792;36468;2024-11-15;24118792;31976;Prueba performance insertar consumo 12592;0;null;null;25111778;21;2024-11-15;null;null;LED195;123;1;null;null
24118793;36468;2024-11-15;24118793;31977;Prueba performance insertar consumo 12593;0;null;null;25111779;21;2024-11-15;null;null;MIT123;123;1;null;null
24118794;36468;2024-11-15;24118794;31978;Prueba performance insertar consumo 12594;0;null;null;25111780;21;2024-11-15;null;null;QWE000;123;1;null;null
24118795;36468;2024-11-15;24118795;31979;Prueba performance insertar consumo 12595;0;null;null;25111781;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118796;36468;2024-11-15;24118796;31980;Prueba performance insertar consumo 12596;0;null;null;25111782;21;2024-11-15;null;null;AJT124;123;1;null;null
24118797;36468;2024-11-15;24118797;31981;Prueba performance insertar consumo 12597;0;null;null;25111783;21;2024-11-15;null;null;COA721;123;1;null;null
24118798;36468;2024-11-15;24118798;31982;Prueba performance insertar consumo 12598;0;null;null;25111784;21;2024-11-15;null;null;JJV112;123;1;null;null
24118799;36468;2024-11-15;24118799;31983;Prueba performance insertar consumo 12599;0;null;null;25111785;21;2024-11-15;null;null;LED195;123;1;null;null
24118800;36468;2024-11-15;24118800;31984;Prueba performance insertar consumo 12600;0;null;null;25111786;21;2024-11-15;null;null;MIT123;123;1;null;null
24118801;36468;2024-11-15;24118801;31985;Prueba performance insertar consumo 12601;0;null;null;25111787;21;2024-11-15;null;null;QWE000;123;1;null;null
24118802;36468;2024-11-15;24118802;31986;Prueba performance insertar consumo 12602;0;null;null;25111788;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118803;36468;2024-11-15;24118803;31987;Prueba performance insertar consumo 12603;0;null;null;25111789;21;2024-11-15;null;null;AJT124;123;1;null;null
24118804;36468;2024-11-15;24118804;31988;Prueba performance insertar consumo 12604;0;null;null;25111790;21;2024-11-15;null;null;COA721;123;1;null;null
24118805;36468;2024-11-15;24118805;31989;Prueba performance insertar consumo 12605;0;null;null;25111791;21;2024-11-15;null;null;JJV112;123;1;null;null
24118806;36468;2024-11-15;24118806;31990;Prueba performance insertar consumo 12606;0;null;null;25111792;21;2024-11-15;null;null;LED195;123;1;null;null
24118807;36468;2024-11-15;24118807;31991;Prueba performance insertar consumo 12607;0;null;null;25111793;21;2024-11-15;null;null;MIT123;123;1;null;null
24118808;36468;2024-11-15;24118808;31992;Prueba performance insertar consumo 12608;0;null;null;25111794;21;2024-11-15;null;null;QWE000;123;1;null;null
24118809;36468;2024-11-15;24118809;31993;Prueba performance insertar consumo 12609;0;null;null;25111795;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118810;36468;2024-11-15;24118810;31994;Prueba performance insertar consumo 12610;0;null;null;25111796;21;2024-11-15;null;null;AJT124;123;1;null;null
24118811;36468;2024-11-15;24118811;31995;Prueba performance insertar consumo 12611;0;null;null;25111797;21;2024-11-15;null;null;COA721;123;1;null;null
24118812;36468;2024-11-15;24118812;31996;Prueba performance insertar consumo 12612;0;null;null;25111798;21;2024-11-15;null;null;JJV112;123;1;null;null
24118813;36468;2024-11-15;24118813;31997;Prueba performance insertar consumo 12613;0;null;null;25111799;21;2024-11-15;null;null;LED195;123;1;null;null
24118814;36468;2024-11-15;24118814;31998;Prueba performance insertar consumo 12614;0;null;null;25111800;21;2024-11-15;null;null;MIT123;123;1;null;null
24118815;36468;2024-11-15;24118815;31999;Prueba performance insertar consumo 12615;0;null;null;25111801;21;2024-11-15;null;null;QWE000;123;1;null;null
24118816;36468;2024-11-15;24118816;32000;Prueba performance insertar consumo 12616;0;null;null;25111802;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118817;36468;2024-11-15;24118817;32001;Prueba performance insertar consumo 12617;0;null;null;25111803;21;2024-11-15;null;null;AJT124;123;1;null;null
24118818;36468;2024-11-15;24118818;32002;Prueba performance insertar consumo 12618;0;null;null;25111804;21;2024-11-15;null;null;COA721;123;1;null;null
24118819;36468;2024-11-15;24118819;32003;Prueba performance insertar consumo 12619;0;null;null;25111805;21;2024-11-15;null;null;JJV112;123;1;null;null
24118820;36468;2024-11-15;24118820;32004;Prueba performance insertar consumo 12620;0;null;null;25111806;21;2024-11-15;null;null;LED195;123;1;null;null
24118821;36468;2024-11-15;24118821;32005;Prueba performance insertar consumo 12621;0;null;null;25111807;21;2024-11-15;null;null;MIT123;123;1;null;null
24118822;36468;2024-11-15;24118822;32006;Prueba performance insertar consumo 12622;0;null;null;25111808;21;2024-11-15;null;null;QWE000;123;1;null;null
24118823;36468;2024-11-15;24118823;32007;Prueba performance insertar consumo 12623;0;null;null;25111809;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118824;36468;2024-11-15;24118824;32008;Prueba performance insertar consumo 12624;0;null;null;25111810;21;2024-11-15;null;null;AJT124;123;1;null;null
24118825;36468;2024-11-15;24118825;32009;Prueba performance insertar consumo 12625;0;null;null;25111811;21;2024-11-15;null;null;COA721;123;1;null;null
24118826;36468;2024-11-15;24118826;32010;Prueba performance insertar consumo 12626;0;null;null;25111812;21;2024-11-15;null;null;JJV112;123;1;null;null
24118827;36468;2024-11-15;24118827;32011;Prueba performance insertar consumo 12627;0;null;null;25111813;21;2024-11-15;null;null;LED195;123;1;null;null
24118828;36468;2024-11-15;24118828;32012;Prueba performance insertar consumo 12628;0;null;null;25111814;21;2024-11-15;null;null;MIT123;123;1;null;null
24118829;36468;2024-11-15;24118829;32013;Prueba performance insertar consumo 12629;0;null;null;25111815;21;2024-11-15;null;null;QWE000;123;1;null;null
24118830;36468;2024-11-15;24118830;32014;Prueba performance insertar consumo 12630;0;null;null;25111816;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118831;36468;2024-11-15;24118831;32015;Prueba performance insertar consumo 12631;0;null;null;25111817;21;2024-11-15;null;null;AJT124;123;1;null;null
24118832;36468;2024-11-15;24118832;32016;Prueba performance insertar consumo 12632;0;null;null;25111818;21;2024-11-15;null;null;COA721;123;1;null;null
24118833;36468;2024-11-15;24118833;32017;Prueba performance insertar consumo 12633;0;null;null;25111819;21;2024-11-15;null;null;JJV112;123;1;null;null
24118834;36468;2024-11-15;24118834;32018;Prueba performance insertar consumo 12634;0;null;null;25111820;21;2024-11-15;null;null;LED195;123;1;null;null
24118835;36468;2024-11-15;24118835;32019;Prueba performance insertar consumo 12635;0;null;null;25111821;21;2024-11-15;null;null;MIT123;123;1;null;null
24118836;36468;2024-11-15;24118836;32020;Prueba performance insertar consumo 12636;0;null;null;25111822;21;2024-11-15;null;null;QWE000;123;1;null;null
24118837;36468;2024-11-15;24118837;32021;Prueba performance insertar consumo 12637;0;null;null;25111823;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118838;36468;2024-11-15;24118838;32022;Prueba performance insertar consumo 12638;0;null;null;25111824;21;2024-11-15;null;null;AJT124;123;1;null;null
24118839;36468;2024-11-15;24118839;32023;Prueba performance insertar consumo 12639;0;null;null;25111825;21;2024-11-15;null;null;COA721;123;1;null;null
24118840;36468;2024-11-15;24118840;32024;Prueba performance insertar consumo 12640;0;null;null;25111826;21;2024-11-15;null;null;JJV112;123;1;null;null
24118841;36468;2024-11-15;24118841;32025;Prueba performance insertar consumo 12641;0;null;null;25111827;21;2024-11-15;null;null;LED195;123;1;null;null
24118842;36468;2024-11-15;24118842;32026;Prueba performance insertar consumo 12642;0;null;null;25111828;21;2024-11-15;null;null;MIT123;123;1;null;null
24118843;36468;2024-11-15;24118843;32027;Prueba performance insertar consumo 12643;0;null;null;25111829;21;2024-11-15;null;null;QWE000;123;1;null;null
24118844;36468;2024-11-15;24118844;32028;Prueba performance insertar consumo 12644;0;null;null;25111830;21;2024-11-15;null;null;RTQ843;123;1;null;null
24118845;36468;2024-11-15;24118845;32029;Prueba performance insertar consumo 12645;0;null;null;25111831;21;2024-11-15;null;null;AJT124;123;1;null;null
24118846;36468;2024-11-15;24118846;32030;Prueba performance insertar consumo 12646;0;null;null;25111832;21;2024-11-15;null;null;COA721;123;1;null;null
