cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7120882;39763;2024-11-15;7120882;31371;Prueba performance insertar comision 12060;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120883;39996;2024-11-15;7120883;31372;Prueba performance insertar comision 12061;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120884;39906;2024-11-15;7120884;31373;Prueba performance insertar comision 12062;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120885;39960;2024-11-15;7120885;31374;Prueba performance insertar comision 12063;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120886;39961;2024-11-15;7120886;31375;Prueba performance insertar comision 12064;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120887;39962;2024-11-15;7120887;31376;Prueba performance insertar comision 12065;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120888;39763;2024-11-15;7120888;31377;Prueba performance insertar comision 12066;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120889;39996;2024-11-15;7120889;31378;Prueba performance insertar comision 12067;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120890;39906;2024-11-15;7120890;31379;Prueba performance insertar comision 12068;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120891;39961;2024-11-15;7120891;31380;Prueba performance insertar comision 12069;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120892;39962;2024-11-15;7120892;31381;Prueba performance insertar comision 12070;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120893;39763;2024-11-15;7120893;31382;Prueba performance insertar comision 12071;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120894;39996;2024-11-15;7120894;31383;Prueba performance insertar comision 12072;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120895;39906;2024-11-15;7120895;31384;Prueba performance insertar comision 12073;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120896;39960;2024-11-15;7120896;31385;Prueba performance insertar comision 12074;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120897;39961;2024-11-15;7120897;31386;Prueba performance insertar comision 12075;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120898;39962;2024-11-15;7120898;31387;Prueba performance insertar comision 12076;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120899;39763;2024-11-15;7120899;31388;Prueba performance insertar comision 12077;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120900;39996;2024-11-15;7120900;31389;Prueba performance insertar comision 12078;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120901;39906;2024-11-15;7120901;31390;Prueba performance insertar comision 12079;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120902;39960;2024-11-15;7120902;31391;Prueba performance insertar comision 12080;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120903;39961;2024-11-15;7120903;31392;Prueba performance insertar comision 12081;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120904;39962;2024-11-15;7120904;31393;Prueba performance insertar comision 12082;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120905;39763;2024-11-15;7120905;31394;Prueba performance insertar comision 12083;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120906;39996;2024-11-15;7120906;31395;Prueba performance insertar comision 12084;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120907;39906;2024-11-15;7120907;31396;Prueba performance insertar comision 12085;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120908;39960;2024-11-15;7120908;31397;Prueba performance insertar comision 12086;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120909;39961;2024-11-15;7120909;31398;Prueba performance insertar comision 12087;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120910;39962;2024-11-15;7120910;31399;Prueba performance insertar comision 12088;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120911;39763;2024-11-15;7120911;31400;Prueba performance insertar comision 12089;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120912;39996;2024-11-15;7120912;31401;Prueba performance insertar comision 12090;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120913;39906;2024-11-15;7120913;31402;Prueba performance insertar comision 12091;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120914;39960;2024-11-15;7120914;31403;Prueba performance insertar comision 12092;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120915;39961;2024-11-15;7120915;31404;Prueba performance insertar comision 12093;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120916;39962;2024-11-15;7120916;31405;Prueba performance insertar comision 12094;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120917;39763;2024-11-15;7120917;31406;Prueba performance insertar comision 12095;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120918;39996;2024-11-15;7120918;31407;Prueba performance insertar comision 12096;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120919;39906;2024-11-15;7120919;31408;Prueba performance insertar comision 12097;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120920;39960;2024-11-15;7120920;31409;Prueba performance insertar comision 12098;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120921;39961;2024-11-15;7120921;31410;Prueba performance insertar comision 12099;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120922;39962;2024-11-15;7120922;31411;Prueba performance insertar comision 12100;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120923;39763;2024-11-15;7120923;31412;Prueba performance insertar comision 12101;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120924;39996;2024-11-15;7120924;31413;Prueba performance insertar comision 12102;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120925;39906;2024-11-15;7120925;31414;Prueba performance insertar comision 12103;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120926;39961;2024-11-15;7120926;31415;Prueba performance insertar comision 12104;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120927;39962;2024-11-15;7120927;31416;Prueba performance insertar comision 12105;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120928;39763;2024-11-15;7120928;31417;Prueba performance insertar comision 12106;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120929;39996;2024-11-15;7120929;31418;Prueba performance insertar comision 12107;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120930;39906;2024-11-15;7120930;31419;Prueba performance insertar comision 12108;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120931;39960;2024-11-15;7120931;31420;Prueba performance insertar comision 12109;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120932;39961;2024-11-15;7120932;31421;Prueba performance insertar comision 12110;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120933;39962;2024-11-15;7120933;31422;Prueba performance insertar comision 12111;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120934;39763;2024-11-15;7120934;31423;Prueba performance insertar comision 12112;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120935;39996;2024-11-15;7120935;31424;Prueba performance insertar comision 12113;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120936;39906;2024-11-15;7120936;31425;Prueba performance insertar comision 12114;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120937;39960;2024-11-15;7120937;31426;Prueba performance insertar comision 12115;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120938;39961;2024-11-15;7120938;31427;Prueba performance insertar comision 12116;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120939;39962;2024-11-15;7120939;31428;Prueba performance insertar comision 12117;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120940;39763;2024-11-15;7120940;31429;Prueba performance insertar comision 12118;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120941;39996;2024-11-15;7120941;31430;Prueba performance insertar comision 12119;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120942;39906;2024-11-15;7120942;31431;Prueba performance insertar comision 12120;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120943;39960;2024-11-15;7120943;31432;Prueba performance insertar comision 12121;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120944;39961;2024-11-15;7120944;31433;Prueba performance insertar comision 12122;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120945;39962;2024-11-15;7120945;31434;Prueba performance insertar comision 12123;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120946;39763;2024-11-15;7120946;31435;Prueba performance insertar comision 12124;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120947;39996;2024-11-15;7120947;31436;Prueba performance insertar comision 12125;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120948;39906;2024-11-15;7120948;31437;Prueba performance insertar comision 12126;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120949;39960;2024-11-15;7120949;31438;Prueba performance insertar comision 12127;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120950;39961;2024-11-15;7120950;31439;Prueba performance insertar comision 12128;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120951;39962;2024-11-15;7120951;31440;Prueba performance insertar comision 12129;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120952;39763;2024-11-15;7120952;31441;Prueba performance insertar comision 12130;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120953;39996;2024-11-15;7120953;31442;Prueba performance insertar comision 12131;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120954;39906;2024-11-15;7120954;31443;Prueba performance insertar comision 12132;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120955;39960;2024-11-15;7120955;31444;Prueba performance insertar comision 12133;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120956;39961;2024-11-15;7120956;31445;Prueba performance insertar comision 12134;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120957;39962;2024-11-15;7120957;31446;Prueba performance insertar comision 12135;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120958;39763;2024-11-15;7120958;31447;Prueba performance insertar comision 12136;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120959;39996;2024-11-15;7120959;31448;Prueba performance insertar comision 12137;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120960;39906;2024-11-15;7120960;31449;Prueba performance insertar comision 12138;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120961;39961;2024-11-15;7120961;31450;Prueba performance insertar comision 12139;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120962;39962;2024-11-15;7120962;31451;Prueba performance insertar comision 12140;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120963;39763;2024-11-15;7120963;31452;Prueba performance insertar comision 12141;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120964;39996;2024-11-15;7120964;31453;Prueba performance insertar comision 12142;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120965;39906;2024-11-15;7120965;31454;Prueba performance insertar comision 12143;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120966;39960;2024-11-15;7120966;31455;Prueba performance insertar comision 12144;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120967;39961;2024-11-15;7120967;31456;Prueba performance insertar comision 12145;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120968;39962;2024-11-15;7120968;31457;Prueba performance insertar comision 12146;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120969;39763;2024-11-15;7120969;31458;Prueba performance insertar comision 12147;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120970;39996;2024-11-15;7120970;31459;Prueba performance insertar comision 12148;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120971;39906;2024-11-15;7120971;31460;Prueba performance insertar comision 12149;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120972;39960;2024-11-15;7120972;31461;Prueba performance insertar comision 12150;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120973;39961;2024-11-15;7120973;31462;Prueba performance insertar comision 12151;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120974;39962;2024-11-15;7120974;31463;Prueba performance insertar comision 12152;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120975;39763;2024-11-15;7120975;31464;Prueba performance insertar comision 12153;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120976;39996;2024-11-15;7120976;31465;Prueba performance insertar comision 12154;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120977;39906;2024-11-15;7120977;31466;Prueba performance insertar comision 12155;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120978;39960;2024-11-15;7120978;31467;Prueba performance insertar comision 12156;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120979;39961;2024-11-15;7120979;31468;Prueba performance insertar comision 12157;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120980;39962;2024-11-15;7120980;31469;Prueba performance insertar comision 12158;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120981;39763;2024-11-15;7120981;31470;Prueba performance insertar comision 12159;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120982;39996;2024-11-15;7120982;31471;Prueba performance insertar comision 12160;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120983;39906;2024-11-15;7120983;31472;Prueba performance insertar comision 12161;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120984;39960;2024-11-15;7120984;31473;Prueba performance insertar comision 12162;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120985;39961;2024-11-15;7120985;31474;Prueba performance insertar comision 12163;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120986;39962;2024-11-15;7120986;31475;Prueba performance insertar comision 12164;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120987;39763;2024-11-15;7120987;31476;Prueba performance insertar comision 12165;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120988;39996;2024-11-15;7120988;31477;Prueba performance insertar comision 12166;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120989;39906;2024-11-15;7120989;31478;Prueba performance insertar comision 12167;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120990;39960;2024-11-15;7120990;31479;Prueba performance insertar comision 12168;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120991;39961;2024-11-15;7120991;31480;Prueba performance insertar comision 12169;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120992;39962;2024-11-15;7120992;31481;Prueba performance insertar comision 12170;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120993;39763;2024-11-15;7120993;31482;Prueba performance insertar comision 12171;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
