cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24066438;39766;2024-11-15;24066438;22430;Prueba performance insertar recarga 13123;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066439;39765;2024-11-15;24066439;22431;Prueba performance insertar recarga 13124;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066440;39766;2024-11-15;24066440;22432;Prueba performance insertar recarga 13125;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066441;39763;2024-11-15;24066441;22433;Prueba performance insertar recarga 13126;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066442;39763;2024-11-15;24066442;22434;Prueba performance insertar recarga 13127;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066443;39764;2024-11-15;24066443;22435;Prueba performance insertar recarga 13128;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066444;39765;2024-11-15;24066444;22436;Prueba performance insertar recarga 13129;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066445;39766;2024-11-15;24066445;22437;Prueba performance insertar recarga 13130;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066446;39763;2024-11-15;24066446;22438;Prueba performance insertar recarga 13131;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066447;39763;2024-11-15;24066447;22439;Prueba performance insertar recarga 13132;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066448;39764;2024-11-15;24066448;22440;Prueba performance insertar recarga 13133;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066449;39765;2024-11-15;24066449;22441;Prueba performance insertar recarga 13134;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066450;39766;2024-11-15;24066450;22442;Prueba performance insertar recarga 13135;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066451;39763;2024-11-15;24066451;22443;Prueba performance insertar recarga 13136;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066452;39763;2024-11-15;24066452;22444;Prueba performance insertar recarga 13137;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066453;39764;2024-11-15;24066453;22445;Prueba performance insertar recarga 13138;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066454;39765;2024-11-15;24066454;22446;Prueba performance insertar recarga 13139;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066455;39766;2024-11-15;24066455;22447;Prueba performance insertar recarga 13140;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066456;39763;2024-11-15;24066456;22448;Prueba performance insertar recarga 13141;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066457;39763;2024-11-15;24066457;22449;Prueba performance insertar recarga 13142;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066458;39764;2024-11-15;24066458;22450;Prueba performance insertar recarga 13143;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066459;39765;2024-11-15;24066459;22451;Prueba performance insertar recarga 13144;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066460;39766;2024-11-15;24066460;22452;Prueba performance insertar recarga 13145;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066461;39763;2024-11-15;24066461;22453;Prueba performance insertar recarga 13146;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066462;39763;2024-11-15;24066462;22454;Prueba performance insertar recarga 13147;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066463;39764;2024-11-15;24066463;22455;Prueba performance insertar recarga 13148;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066464;39765;2024-11-15;24066464;22456;Prueba performance insertar recarga 13149;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066465;39766;2024-11-15;24066465;22457;Prueba performance insertar recarga 13150;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066466;39765;2024-11-15;24066466;22458;Prueba performance insertar recarga 13151;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066467;39766;2024-11-15;24066467;22459;Prueba performance insertar recarga 13152;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066468;39763;2024-11-15;24066468;22460;Prueba performance insertar recarga 13153;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066469;39763;2024-11-15;24066469;22461;Prueba performance insertar recarga 13154;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066470;39764;2024-11-15;24066470;22462;Prueba performance insertar recarga 13155;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066471;39765;2024-11-15;24066471;22463;Prueba performance insertar recarga 13156;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066472;39766;2024-11-15;24066472;22464;Prueba performance insertar recarga 13157;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066473;39763;2024-11-15;24066473;22465;Prueba performance insertar recarga 13158;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066474;39763;2024-11-15;24066474;22466;Prueba performance insertar recarga 13159;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066475;39764;2024-11-15;24066475;22467;Prueba performance insertar recarga 13160;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066476;39765;2024-11-15;24066476;22468;Prueba performance insertar recarga 13161;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066477;39766;2024-11-15;24066477;22469;Prueba performance insertar recarga 13162;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066478;39763;2024-11-15;24066478;22470;Prueba performance insertar recarga 13163;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066479;39763;2024-11-15;24066479;22471;Prueba performance insertar recarga 13164;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066480;39764;2024-11-15;24066480;22472;Prueba performance insertar recarga 13165;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066481;39765;2024-11-15;24066481;22473;Prueba performance insertar recarga 13166;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066482;39766;2024-11-15;24066482;22474;Prueba performance insertar recarga 13167;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066483;39763;2024-11-15;24066483;22475;Prueba performance insertar recarga 13168;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066484;39763;2024-11-15;24066484;22476;Prueba performance insertar recarga 13169;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066485;39764;2024-11-15;24066485;22477;Prueba performance insertar recarga 13170;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066486;39765;2024-11-15;24066486;22478;Prueba performance insertar recarga 13171;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066487;39766;2024-11-15;24066487;22479;Prueba performance insertar recarga 13172;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066488;39763;2024-11-15;24066488;22480;Prueba performance insertar recarga 13173;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066489;39763;2024-11-15;24066489;22481;Prueba performance insertar recarga 13174;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066490;39764;2024-11-15;24066490;22482;Prueba performance insertar recarga 13175;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066491;39765;2024-11-15;24066491;22483;Prueba performance insertar recarga 13176;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066492;39766;2024-11-15;24066492;22484;Prueba performance insertar recarga 13177;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066493;39765;2024-11-15;24066493;22485;Prueba performance insertar recarga 13178;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066494;39766;2024-11-15;24066494;22486;Prueba performance insertar recarga 13179;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066495;39763;2024-11-15;24066495;22487;Prueba performance insertar recarga 13180;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066496;39763;2024-11-15;24066496;22488;Prueba performance insertar recarga 13181;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066497;39764;2024-11-15;24066497;22489;Prueba performance insertar recarga 13182;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066498;39765;2024-11-15;24066498;22490;Prueba performance insertar recarga 13183;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066499;39766;2024-11-15;24066499;22491;Prueba performance insertar recarga 13184;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066500;39763;2024-11-15;24066500;22492;Prueba performance insertar recarga 13185;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066501;39763;2024-11-15;24066501;22493;Prueba performance insertar recarga 13186;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066502;39764;2024-11-15;24066502;22494;Prueba performance insertar recarga 13187;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066503;39765;2024-11-15;24066503;22495;Prueba performance insertar recarga 13188;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066504;39766;2024-11-15;24066504;22496;Prueba performance insertar recarga 13189;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066505;39763;2024-11-15;24066505;22497;Prueba performance insertar recarga 13190;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066506;39763;2024-11-15;24066506;22498;Prueba performance insertar recarga 13191;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066507;39764;2024-11-15;24066507;22499;Prueba performance insertar recarga 13192;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066508;39765;2024-11-15;24066508;22500;Prueba performance insertar recarga 13193;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066509;39766;2024-11-15;24066509;22501;Prueba performance insertar recarga 13194;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066510;39763;2024-11-15;24066510;22502;Prueba performance insertar recarga 13195;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066511;39763;2024-11-15;24066511;22503;Prueba performance insertar recarga 13196;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066512;39764;2024-11-15;24066512;22504;Prueba performance insertar recarga 13197;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066513;39765;2024-11-15;24066513;22505;Prueba performance insertar recarga 13198;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066514;39766;2024-11-15;24066514;22506;Prueba performance insertar recarga 13199;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066515;39763;2024-11-15;24066515;22507;Prueba performance insertar recarga 13200;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066516;39763;2024-11-15;24066516;22508;Prueba performance insertar recarga 13201;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066517;39764;2024-11-15;24066517;22509;Prueba performance insertar recarga 13202;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066518;39765;2024-11-15;24066518;22510;Prueba performance insertar recarga 13203;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066519;39766;2024-11-15;24066519;22511;Prueba performance insertar recarga 13204;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066520;39765;2024-11-15;24066520;22512;Prueba performance insertar recarga 13205;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066521;39766;2024-11-15;24066521;22513;Prueba performance insertar recarga 13206;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066522;39763;2024-11-15;24066522;22514;Prueba performance insertar recarga 13207;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066523;39763;2024-11-15;24066523;22515;Prueba performance insertar recarga 13208;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066524;39764;2024-11-15;24066524;22516;Prueba performance insertar recarga 13209;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066525;39765;2024-11-15;24066525;22517;Prueba performance insertar recarga 13210;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066526;39766;2024-11-15;24066526;22518;Prueba performance insertar recarga 13211;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066527;39763;2024-11-15;24066527;22519;Prueba performance insertar recarga 13212;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066528;39763;2024-11-15;24066528;22520;Prueba performance insertar recarga 13213;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066529;39764;2024-11-15;24066529;22521;Prueba performance insertar recarga 13214;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066530;39765;2024-11-15;24066530;22522;Prueba performance insertar recarga 13215;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066531;39766;2024-11-15;24066531;22523;Prueba performance insertar recarga 13216;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066532;39763;2024-11-15;24066532;22524;Prueba performance insertar recarga 13217;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066533;39763;2024-11-15;24066533;22525;Prueba performance insertar recarga 13218;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066534;39764;2024-11-15;24066534;22526;Prueba performance insertar recarga 13219;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066535;39765;2024-11-15;24066535;22527;Prueba performance insertar recarga 13220;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066536;39766;2024-11-15;24066536;22528;Prueba performance insertar recarga 13221;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066537;39763;2024-11-15;24066537;22529;Prueba performance insertar recarga 13222;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066538;39763;2024-11-15;24066538;22530;Prueba performance insertar recarga 13223;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066539;39764;2024-11-15;24066539;22531;Prueba performance insertar recarga 13224;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066540;39765;2024-11-15;24066540;22532;Prueba performance insertar recarga 13225;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066541;39766;2024-11-15;24066541;22533;Prueba performance insertar recarga 13226;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066542;39763;2024-11-15;24066542;22534;Prueba performance insertar recarga 13227;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
