cdmvto_sinc_billetera;cdusuario;femvto;cdnumero_transaccion;vrmvto;dsdescripcion_mvto;cdtipo_mvto;cdtipo_ajuste;cdorigen_ajuste;cdmvto_relacion;cdusuario_ingresa;feingresa;femodifica;cdmovimiento_referencia;dsplaca;cdpunto_atencion;cdtipo_consumo;vrajuste;cdajuste
23125530;36468;2024-11-15;23125530;31721;Prueba performance insertar referrencia 12408;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125531;36468;2024-11-15;23125531;31722;Prueba performance insertar referrencia 12409;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125532;36468;2024-11-15;23125532;31723;Prueba performance insertar referrencia 12410;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125533;36468;2024-11-15;23125533;31724;Prueba performance insertar referrencia 12411;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125534;36468;2024-11-15;23125534;31725;Prueba performance insertar referrencia 12412;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125535;36468;2024-11-15;23125535;31726;Prueba performance insertar referrencia 12413;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125536;36468;2024-11-15;23125536;31727;Prueba performance insertar referrencia 12414;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125537;36468;2024-11-15;23125537;31728;Prueba performance insertar referrencia 12415;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125538;36468;2024-11-15;23125538;31729;Prueba performance insertar referrencia 12416;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125539;36468;2024-11-15;23125539;31730;Prueba performance insertar referrencia 12417;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125540;36468;2024-11-15;23125540;31731;Prueba performance insertar referrencia 12418;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125541;36468;2024-11-15;23125541;31732;Prueba performance insertar referrencia 12419;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125542;36468;2024-11-15;23125542;31733;Prueba performance insertar referrencia 12420;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125543;36468;2024-11-15;23125543;31734;Prueba performance insertar referrencia 12421;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125544;36468;2024-11-15;23125544;31735;Prueba performance insertar referrencia 12422;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125545;36468;2024-11-15;23125545;31736;Prueba performance insertar referrencia 12423;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125546;36468;2024-11-15;23125546;31737;Prueba performance insertar referrencia 12424;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125547;36468;2024-11-15;23125547;31738;Prueba performance insertar referrencia 12425;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125548;36468;2024-11-15;23125548;31739;Prueba performance insertar referrencia 12426;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125549;36468;2024-11-15;23125549;31740;Prueba performance insertar referrencia 12427;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125550;36468;2024-11-15;23125550;31741;Prueba performance insertar referrencia 12428;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125551;36468;2024-11-15;23125551;31742;Prueba performance insertar referrencia 12429;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125552;36468;2024-11-15;23125552;31743;Prueba performance insertar referrencia 12430;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125553;36468;2024-11-15;23125553;31744;Prueba performance insertar referrencia 12431;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125554;36468;2024-11-15;23125554;31745;Prueba performance insertar referrencia 12432;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125555;36468;2024-11-15;23125555;31746;Prueba performance insertar referrencia 12433;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125556;36468;2024-11-15;23125556;31747;Prueba performance insertar referrencia 12434;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125557;36468;2024-11-15;23125557;31748;Prueba performance insertar referrencia 12435;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125558;36468;2024-11-15;23125558;31749;Prueba performance insertar referrencia 12436;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125559;36468;2024-11-15;23125559;31750;Prueba performance insertar referrencia 12437;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125560;36468;2024-11-15;23125560;31751;Prueba performance insertar referrencia 12438;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125561;36468;2024-11-15;23125561;31752;Prueba performance insertar referrencia 12439;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125562;36468;2024-11-15;23125562;31753;Prueba performance insertar referrencia 12440;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125563;36468;2024-11-15;23125563;31754;Prueba performance insertar referrencia 12441;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125564;36468;2024-11-15;23125564;31755;Prueba performance insertar referrencia 12442;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125565;36468;2024-11-15;23125565;31756;Prueba performance insertar referrencia 12443;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125566;36468;2024-11-15;23125566;31757;Prueba performance insertar referrencia 12444;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125567;36468;2024-11-15;23125567;31758;Prueba performance insertar referrencia 12445;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125568;36468;2024-11-15;23125568;31759;Prueba performance insertar referrencia 12446;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125569;36468;2024-11-15;23125569;31760;Prueba performance insertar referrencia 12447;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125570;36468;2024-11-15;23125570;31761;Prueba performance insertar referrencia 12448;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125571;36468;2024-11-15;23125571;31762;Prueba performance insertar referrencia 12449;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125572;36468;2024-11-15;23125572;31763;Prueba performance insertar referrencia 12450;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125573;36468;2024-11-15;23125573;31764;Prueba performance insertar referrencia 12451;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125574;36468;2024-11-15;23125574;31765;Prueba performance insertar referrencia 12452;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125575;36468;2024-11-15;23125575;31766;Prueba performance insertar referrencia 12453;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125576;36468;2024-11-15;23125576;31767;Prueba performance insertar referrencia 12454;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125577;36468;2024-11-15;23125577;31768;Prueba performance insertar referrencia 12455;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125578;36468;2024-11-15;23125578;31769;Prueba performance insertar referrencia 12456;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125579;36468;2024-11-15;23125579;31770;Prueba performance insertar referrencia 12457;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125580;36468;2024-11-15;23125580;31771;Prueba performance insertar referrencia 12458;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125581;36468;2024-11-15;23125581;31772;Prueba performance insertar referrencia 12459;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125582;36468;2024-11-15;23125582;31773;Prueba performance insertar referrencia 12460;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125583;36468;2024-11-15;23125583;31774;Prueba performance insertar referrencia 12461;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125584;36468;2024-11-15;23125584;31775;Prueba performance insertar referrencia 12462;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125585;36468;2024-11-15;23125585;31776;Prueba performance insertar referrencia 12463;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125586;36468;2024-11-15;23125586;31777;Prueba performance insertar referrencia 12464;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125587;36468;2024-11-15;23125587;31778;Prueba performance insertar referrencia 12465;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125588;36468;2024-11-15;23125588;31779;Prueba performance insertar referrencia 12466;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125589;36468;2024-11-15;23125589;31780;Prueba performance insertar referrencia 12467;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125590;36468;2024-11-15;23125590;31781;Prueba performance insertar referrencia 12468;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125591;36468;2024-11-15;23125591;31782;Prueba performance insertar referrencia 12469;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125592;36468;2024-11-15;23125592;31783;Prueba performance insertar referrencia 12470;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125593;36468;2024-11-15;23125593;31784;Prueba performance insertar referrencia 12471;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125594;36468;2024-11-15;23125594;31785;Prueba performance insertar referrencia 12472;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125595;36468;2024-11-15;23125595;31786;Prueba performance insertar referrencia 12473;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125596;36468;2024-11-15;23125596;31787;Prueba performance insertar referrencia 12474;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125597;36468;2024-11-15;23125597;31788;Prueba performance insertar referrencia 12475;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125598;36468;2024-11-15;23125598;31789;Prueba performance insertar referrencia 12476;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125599;36468;2024-11-15;23125599;31790;Prueba performance insertar referrencia 12477;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125600;36468;2024-11-15;23125600;31791;Prueba performance insertar referrencia 12478;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125601;36468;2024-11-15;23125601;31792;Prueba performance insertar referrencia 12479;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125602;36468;2024-11-15;23125602;31793;Prueba performance insertar referrencia 12480;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125603;36468;2024-11-15;23125603;31794;Prueba performance insertar referrencia 12481;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125604;36468;2024-11-15;23125604;31795;Prueba performance insertar referrencia 12482;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125605;36468;2024-11-15;23125605;31796;Prueba performance insertar referrencia 12483;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125606;36468;2024-11-15;23125606;31797;Prueba performance insertar referrencia 12484;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125607;36468;2024-11-15;23125607;31798;Prueba performance insertar referrencia 12485;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125608;36468;2024-11-15;23125608;31799;Prueba performance insertar referrencia 12486;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125609;36468;2024-11-15;23125609;31800;Prueba performance insertar referrencia 12487;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125610;36468;2024-11-15;23125610;31801;Prueba performance insertar referrencia 12488;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125611;36468;2024-11-15;23125611;31802;Prueba performance insertar referrencia 12489;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125612;36468;2024-11-15;23125612;31803;Prueba performance insertar referrencia 12490;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125613;36468;2024-11-15;23125613;31804;Prueba performance insertar referrencia 12491;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125614;36468;2024-11-15;23125614;31805;Prueba performance insertar referrencia 12492;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125615;36468;2024-11-15;23125615;31806;Prueba performance insertar referrencia 12493;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125616;36468;2024-11-15;23125616;31807;Prueba performance insertar referrencia 12494;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125617;36468;2024-11-15;23125617;31808;Prueba performance insertar referrencia 12495;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125618;36468;2024-11-15;23125618;31809;Prueba performance insertar referrencia 12496;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125619;36468;2024-11-15;23125619;31810;Prueba performance insertar referrencia 12497;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125620;36468;2024-11-15;23125620;31811;Prueba performance insertar referrencia 12498;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125621;36468;2024-11-15;23125621;31812;Prueba performance insertar referrencia 12499;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125622;36468;2024-11-15;23125622;31813;Prueba performance insertar referrencia 12500;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125623;36468;2024-11-15;23125623;31814;Prueba performance insertar referrencia 12501;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125624;36468;2024-11-15;23125624;31815;Prueba performance insertar referrencia 12502;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125625;36468;2024-11-15;23125625;31816;Prueba performance insertar referrencia 12503;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125626;36468;2024-11-15;23125626;31817;Prueba performance insertar referrencia 12504;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125627;36468;2024-11-15;23125627;31818;Prueba performance insertar referrencia 12505;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125628;36468;2024-11-15;23125628;31819;Prueba performance insertar referrencia 12506;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125629;36468;2024-11-15;23125629;31820;Prueba performance insertar referrencia 12507;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125630;36468;2024-11-15;23125630;31821;Prueba performance insertar referrencia 12508;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125631;36468;2024-11-15;23125631;31822;Prueba performance insertar referrencia 12509;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125632;36468;2024-11-15;23125632;31823;Prueba performance insertar referrencia 12510;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125633;36468;2024-11-15;23125633;31824;Prueba performance insertar referrencia 12511;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125634;36468;2024-11-15;23125634;31825;Prueba performance insertar referrencia 12512;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125635;36468;2024-11-15;23125635;31826;Prueba performance insertar referrencia 12513;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125636;36468;2024-11-15;23125636;31827;Prueba performance insertar referrencia 12514;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
