cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8172593;39764;2024-11-15;8172593;32683;Prueba performance insertar ajuste de recarga 13341;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172594;39765;2024-11-15;8172594;32684;Prueba performance insertar ajuste de recarga 13342;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172595;39766;2024-11-15;8172595;32685;Prueba performance insertar ajuste de recarga 13343;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172596;39763;2024-11-15;8172596;32686;Prueba performance insertar ajuste de recarga 13344;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172597;39763;2024-11-15;8172597;32687;Prueba performance insertar ajuste de recarga 13345;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172598;39764;2024-11-15;8172598;32688;Prueba performance insertar ajuste de recarga 13346;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172599;39765;2024-11-15;8172599;32689;Prueba performance insertar ajuste de recarga 13347;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172600;39766;2024-11-15;8172600;32690;Prueba performance insertar ajuste de recarga 13348;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172601;39763;2024-11-15;8172601;32691;Prueba performance insertar ajuste de recarga 13349;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172602;39763;2024-11-15;8172602;32692;Prueba performance insertar ajuste de recarga 13350;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172603;39764;2024-11-15;8172603;32693;Prueba performance insertar ajuste de recarga 13351;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172604;39765;2024-11-15;8172604;32694;Prueba performance insertar ajuste de recarga 13352;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172605;39766;2024-11-15;8172605;32695;Prueba performance insertar ajuste de recarga 13353;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172606;39763;2024-11-15;8172606;32696;Prueba performance insertar ajuste de recarga 13354;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172607;39763;2024-11-15;8172607;32697;Prueba performance insertar ajuste de recarga 13355;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172608;39764;2024-11-15;8172608;32698;Prueba performance insertar ajuste de recarga 13356;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172609;39765;2024-11-15;8172609;32699;Prueba performance insertar ajuste de recarga 13357;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172610;39766;2024-11-15;8172610;32700;Prueba performance insertar ajuste de recarga 13358;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172611;39763;2024-11-15;8172611;32701;Prueba performance insertar ajuste de recarga 13359;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172612;39763;2024-11-15;8172612;32702;Prueba performance insertar ajuste de recarga 13360;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172613;39764;2024-11-15;8172613;32703;Prueba performance insertar ajuste de recarga 13361;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172614;39765;2024-11-15;8172614;32704;Prueba performance insertar ajuste de recarga 13362;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172615;39766;2024-11-15;8172615;32705;Prueba performance insertar ajuste de recarga 13363;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172616;39763;2024-11-15;8172616;32706;Prueba performance insertar ajuste de recarga 13364;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172617;39763;2024-11-15;8172617;32707;Prueba performance insertar ajuste de recarga 13365;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172618;39764;2024-11-15;8172618;32708;Prueba performance insertar ajuste de recarga 13366;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172619;39765;2024-11-15;8172619;32709;Prueba performance insertar ajuste de recarga 13367;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172620;39766;2024-11-15;8172620;32710;Prueba performance insertar ajuste de recarga 13368;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172621;39763;2024-11-15;8172621;32711;Prueba performance insertar ajuste de recarga 13369;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172622;39764;2024-11-15;8172622;32712;Prueba performance insertar ajuste de recarga 13370;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172623;39765;2024-11-15;8172623;32713;Prueba performance insertar ajuste de recarga 13371;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172624;39766;2024-11-15;8172624;32714;Prueba performance insertar ajuste de recarga 13372;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172625;39763;2024-11-15;8172625;32715;Prueba performance insertar ajuste de recarga 13373;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172626;39763;2024-11-15;8172626;32716;Prueba performance insertar ajuste de recarga 13374;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172627;39764;2024-11-15;8172627;32717;Prueba performance insertar ajuste de recarga 13375;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172628;39765;2024-11-15;8172628;32718;Prueba performance insertar ajuste de recarga 13376;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172629;39766;2024-11-15;8172629;32719;Prueba performance insertar ajuste de recarga 13377;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172630;39763;2024-11-15;8172630;32720;Prueba performance insertar ajuste de recarga 13378;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172631;39763;2024-11-15;8172631;32721;Prueba performance insertar ajuste de recarga 13379;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172632;39764;2024-11-15;8172632;32722;Prueba performance insertar ajuste de recarga 13380;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172633;39765;2024-11-15;8172633;32723;Prueba performance insertar ajuste de recarga 13381;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172634;39766;2024-11-15;8172634;32724;Prueba performance insertar ajuste de recarga 13382;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172635;39763;2024-11-15;8172635;32725;Prueba performance insertar ajuste de recarga 13383;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172636;39763;2024-11-15;8172636;32726;Prueba performance insertar ajuste de recarga 13384;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172637;39764;2024-11-15;8172637;32727;Prueba performance insertar ajuste de recarga 13385;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172638;39765;2024-11-15;8172638;32728;Prueba performance insertar ajuste de recarga 13386;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172639;39766;2024-11-15;8172639;32729;Prueba performance insertar ajuste de recarga 13387;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172640;39763;2024-11-15;8172640;32730;Prueba performance insertar ajuste de recarga 13388;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172641;39763;2024-11-15;8172641;32731;Prueba performance insertar ajuste de recarga 13389;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172642;39764;2024-11-15;8172642;32732;Prueba performance insertar ajuste de recarga 13390;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172643;39765;2024-11-15;8172643;32733;Prueba performance insertar ajuste de recarga 13391;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172644;39766;2024-11-15;8172644;32734;Prueba performance insertar ajuste de recarga 13392;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172645;39763;2024-11-15;8172645;32735;Prueba performance insertar ajuste de recarga 13393;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172646;39763;2024-11-15;8172646;32736;Prueba performance insertar ajuste de recarga 13394;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172647;39764;2024-11-15;8172647;32737;Prueba performance insertar ajuste de recarga 13395;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172648;39765;2024-11-15;8172648;32738;Prueba performance insertar ajuste de recarga 13396;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172649;39766;2024-11-15;8172649;32739;Prueba performance insertar ajuste de recarga 13397;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172650;39763;2024-11-15;8172650;32740;Prueba performance insertar ajuste de recarga 13398;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172651;39764;2024-11-15;8172651;32741;Prueba performance insertar ajuste de recarga 13399;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172652;39765;2024-11-15;8172652;32742;Prueba performance insertar ajuste de recarga 13400;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172653;39766;2024-11-15;8172653;32743;Prueba performance insertar ajuste de recarga 13401;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172654;39763;2024-11-15;8172654;32744;Prueba performance insertar ajuste de recarga 13402;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172655;39763;2024-11-15;8172655;32745;Prueba performance insertar ajuste de recarga 13403;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172656;39764;2024-11-15;8172656;32746;Prueba performance insertar ajuste de recarga 13404;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172657;39765;2024-11-15;8172657;32747;Prueba performance insertar ajuste de recarga 13405;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172658;39766;2024-11-15;8172658;32748;Prueba performance insertar ajuste de recarga 13406;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172659;39763;2024-11-15;8172659;32749;Prueba performance insertar ajuste de recarga 13407;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172660;39763;2024-11-15;8172660;32750;Prueba performance insertar ajuste de recarga 13408;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172661;39764;2024-11-15;8172661;32751;Prueba performance insertar ajuste de recarga 13409;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172662;39765;2024-11-15;8172662;32752;Prueba performance insertar ajuste de recarga 13410;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172663;39766;2024-11-15;8172663;32753;Prueba performance insertar ajuste de recarga 13411;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172664;39763;2024-11-15;8172664;32754;Prueba performance insertar ajuste de recarga 13412;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172665;39763;2024-11-15;8172665;32755;Prueba performance insertar ajuste de recarga 13413;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172666;39764;2024-11-15;8172666;32756;Prueba performance insertar ajuste de recarga 13414;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172667;39765;2024-11-15;8172667;32757;Prueba performance insertar ajuste de recarga 13415;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172668;39766;2024-11-15;8172668;32758;Prueba performance insertar ajuste de recarga 13416;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172669;39763;2024-11-15;8172669;32759;Prueba performance insertar ajuste de recarga 13417;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172670;39763;2024-11-15;8172670;32760;Prueba performance insertar ajuste de recarga 13418;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172671;39764;2024-11-15;8172671;32761;Prueba performance insertar ajuste de recarga 13419;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172672;39765;2024-11-15;8172672;32762;Prueba performance insertar ajuste de recarga 13420;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172673;39766;2024-11-15;8172673;32763;Prueba performance insertar ajuste de recarga 13421;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172674;39763;2024-11-15;8172674;32764;Prueba performance insertar ajuste de recarga 13422;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172675;39763;2024-11-15;8172675;32765;Prueba performance insertar ajuste de recarga 13423;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172676;39764;2024-11-15;8172676;32766;Prueba performance insertar ajuste de recarga 13424;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172677;39765;2024-11-15;8172677;32767;Prueba performance insertar ajuste de recarga 13425;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172678;39766;2024-11-15;8172678;32768;Prueba performance insertar ajuste de recarga 13426;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172679;39763;2024-11-15;8172679;32769;Prueba performance insertar ajuste de recarga 13427;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172680;39764;2024-11-15;8172680;32770;Prueba performance insertar ajuste de recarga 13428;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172681;39765;2024-11-15;8172681;32771;Prueba performance insertar ajuste de recarga 13429;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172682;39766;2024-11-15;8172682;32772;Prueba performance insertar ajuste de recarga 13430;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172683;39763;2024-11-15;8172683;32773;Prueba performance insertar ajuste de recarga 13431;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172684;39763;2024-11-15;8172684;32774;Prueba performance insertar ajuste de recarga 13432;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172685;39764;2024-11-15;8172685;32775;Prueba performance insertar ajuste de recarga 13433;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172686;39765;2024-11-15;8172686;32776;Prueba performance insertar ajuste de recarga 13434;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172687;39766;2024-11-15;8172687;32777;Prueba performance insertar ajuste de recarga 13435;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172688;39763;2024-11-15;8172688;32778;Prueba performance insertar ajuste de recarga 13436;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172689;39763;2024-11-15;8172689;32779;Prueba performance insertar ajuste de recarga 13437;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172690;39764;2024-11-15;8172690;32780;Prueba performance insertar ajuste de recarga 13438;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172691;39765;2024-11-15;8172691;32781;Prueba performance insertar ajuste de recarga 13439;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172692;39766;2024-11-15;8172692;32782;Prueba performance insertar ajuste de recarga 13440;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172693;39763;2024-11-15;8172693;32783;Prueba performance insertar ajuste de recarga 13441;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172694;39763;2024-11-15;8172694;32784;Prueba performance insertar ajuste de recarga 13442;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172695;39764;2024-11-15;8172695;32785;Prueba performance insertar ajuste de recarga 13443;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172696;39765;2024-11-15;8172696;32786;Prueba performance insertar ajuste de recarga 13444;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172697;39766;2024-11-15;8172697;32787;Prueba performance insertar ajuste de recarga 13445;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172698;39763;2024-11-15;8172698;32788;Prueba performance insertar ajuste de recarga 13446;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172699;39763;2024-11-15;8172699;32789;Prueba performance insertar ajuste de recarga 13447;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172700;39764;2024-11-15;8172700;32790;Prueba performance insertar ajuste de recarga 13448;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172701;39765;2024-11-15;8172701;32791;Prueba performance insertar ajuste de recarga 13449;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172702;39766;2024-11-15;8172702;32792;Prueba performance insertar ajuste de recarga 13450;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172703;39763;2024-11-15;8172703;32793;Prueba performance insertar ajuste de recarga 13451;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172704;39763;2024-11-15;8172704;32794;Prueba performance insertar ajuste de recarga 13452;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172705;39764;2024-11-15;8172705;32795;Prueba performance insertar ajuste de recarga 13453;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172706;39765;2024-11-15;8172706;32796;Prueba performance insertar ajuste de recarga 13454;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8172707;39766;2024-11-15;8172707;32797;Prueba performance insertar ajuste de recarga 13455;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
